compound_name	SMILES	corrected_SMILES	formula	neutralized_formula	exact_mass
but-2-ynoic_acid	CC#CC(O)=O	CC#CC(O)=O	C4H4O2	C4H4O2	84.02112936806
methacrylic_acid	CC(=C)C(O)=O	CC(=C)C(O)=O	C4H6O2	C4H6O2	86.03677943252
undecanoic_acid	CCCCCCCCCCC(O)=O	CCCCCCCCCCC(O)=O	C11H22O2	C11H22O2	186.16197994819998
2-oxopropanoic_acid	CC(=O)C(O)=O	CC(=O)C(O)=O	C3H4O3	C3H4O3	88.01604398763001
stearic_acid	CCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCC(O)=O	C18H36O2	C18H36O2	284.27153039942
4-oxopentanoic_acid	CC(=O)CCC(O)=O	CC(=O)CCC(O)=O	C5H8O3	C5H8O3	116.04734411655001
12-methyltridecanoic_acid	CC(C)CCCCCCCCCCC(O)=O	CC(C)CCCCCCCCCCC(O)=O	C14H28O2	C14H28O2	228.20893014158
hentriacontanoic_acid	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O	C31H62O2	C31H62O2	466.4749812374
3-methylbutanoic_acid	CC(C)CC(O)=O	CC(C)CC(O)=O	C5H10O2	C5H10O2	102.06807956144
palmitic_acid	CCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCC(O)=O	C16H32O2	C16H32O2	256.2402302705
3-hydroxybutanoic_acid	CC(O)CC(O)=O	CC(O)CC(O)=O	C4H8O3	C4H8O3	104.04734411655001
2-hydroxytetradecanoic_acid	CCCCCCCCCCCCC(O)C(O)=O	CCCCCCCCCCCCC(O)C(O)=O	C14H28O3	C14H28O3	244.20384476115
2-methylpentanoic_acid	CCCC(C)C(O)=O	CCCC(C)C(O)=O	C6H12O2	C6H12O2	116.08372962589999
tetracosanoic_acid	CCCCCCCCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCCCCCCCC(O)=O	C24H48O2	C24H48O2	368.36543078618
3-methylpentanoic_acid	CCC(C)CC(O)=O	CCC(C)CC(O)=O	C6H12O2	C6H12O2	116.08372962589999
oleic_acid	CCCCCCCC\C=C/CCCCCCCC(O)=O	CCCCCCCC\C=C/CCCCCCCC(O)=O	C18H34O2	C18H34O2	282.25588033496
12-hydroxyoctadecanoic_acid	CCCCCCC(O)CCCCCCCCCCC(O)=O	CCCCCCC(O)CCCCCCCCCCC(O)=O	C18H36O3	C18H36O3	300.26644501899
henicosanoic_acid	CCCCCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCCCCC(O)=O	C21H42O2	C21H42O2	326.31848059280003
2-methyl-butyric-acid	CCC(C)C(O)=O	CCC(C)C(O)=O	C5H10O2	C5H10O2	102.06807956144
hentricontanoic-acid	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O	C31H62O2	C31H62O2	466.4749812374
hyneicosanoic-acid	CCCCCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCCCCC(O)=O	C21H42O2	C21H42O2	326.31848059280003
3-methoxy-propionic-acid	COCCC(O)=O	COCCC(O)=O	C4H8O3	C4H8O3	104.04734411655001
8,11,14-eicosatrienoic-acid	CCCCCC=CCC=CCC=CCCCCCCC(O)=O	CCCCCC=CCC=CCC=CCCCCCCC(O)=O	C20H34O2	C20H34O2	306.25588033496
12-hydroxystearic-acid	CCCCCCC(O)CCCCCCCCCCC(O)=O	CCCCCCC(O)CCCCCCCCCCC(O)=O	C18H36O3	C18H36O3	300.26644501899
12-methyl-tridecanoic-acid	CC(C)CCCCCCCCCCC(O)=O	CC(C)CCCCCCCCCCC(O)=O	C14H28O2	C14H28O2	228.20893014158
5,8,11-eicosatrienoic-acid	CCCCCCCCC=CCC=CCC=CCCCC(O)=O	CCCCCCCCC=CCC=CCC=CCCCC(O)=O	C20H34O2	C20H34O2	306.25588033496
9,11-octadecadienoic-acid	CCCCCCC=CC=CCCCCCCCC(O)=O	CCCCCCC=CC=CCCCCCCCC(O)=O	C18H32O2	C18H32O2	280.2402302705
5,8,11,14,17-eicosapentenoic-acid	CCC=CCC=CCC=CCC=CCC=CCCCC(O)=O	CCC=CCC=CCC=CCC=CCC=CCCCC(O)=O	C20H30O2	C20H30O2	302.22458020604
arachidic-acid	CCCCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCCCC(O)=O	C20H40O2	C20H40O2	312.30283052834
octadecanoic-acid	CCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCC(O)=O	C18H36O2	C18H36O2	284.27153039942
palmitoleic-acid	CCCCCC\C=C/CCCCCCCC(O)=O	CCCCCC\C=C/CCCCCCCC(O)=O	C16H30O2	C16H30O2	254.22458020604
2-hydroxy-myristic-acid	CCCCCCCCCCCCC(O)C(O)=O	CCCCCCCCCCCCC(O)C(O)=O	C14H28O3	C14H28O3	244.20384476115
cis-11-eicosenoic-acid	CCCCCCCC\C=C/CCCCCCCCCC(O)=O	CCCCCCCC\C=C/CCCCCCCCCC(O)=O	C20H38O2	C20H38O2	310.28718046387996
d-biotine	OC(CCCC[C@H]1[C@]([H])([C@]([H])(CS1)N2)NC2=O)=O	OC(CCCC[C@H]1[C@]([H])([C@]([H])(CS1)N2)NC2=O)=O	C10H16N2O3S	C10H16N2O3S	244.08816355765
p-coumaric-acid	OC1=CC=C(C=C1)C=CC(O)=O	OC1=CC=C(C=C1)C=CC(O)=O	C9H8O3	C9H8O3	164.04734411655
vitamine-b12	O=P(OC1C(CO)OC(N2C3=CC(C)=C(C)C=C3N=C2)C1O)([O-])OC(C)CNC(CCC4(C)C(CC(N)=O)C5([H])[N-]=C4C(C)=C6C(CCC(N)=O)C(C)(C)C(C=C7C(CCC(N)=O)C(C)(CC(N)=O)C(C(C)=C8C(CCC(N)=O)C(C)(CC(N)=O)C5(C)N8)=N7)=N6)=O.[C-]#N.[Co+3]	O=P(OC1C(CO)OC(N2C3=CC(C)=C(C)C=C3N=C2)C1O)([O-])OC(C)CNC(CCC4(C)C(CC(N)=O)C5([H])[N-]=C4C(C)=C6C(CCC(N)=O)C(C)(C)C(C=C7C(CCC(N)=O)C(C)(CC(N)=O)C(C(C)=C8C(CCC(N)=O)C(C)(CC(N)=O)C5(C)N8)=N7)=N6)=O.[C-]#N.[Co+3]			
novobiocine	C/C(C)=C\Cc1cc(C(NC2=C(O)c3ccc(O[C@@H]4OC(C)([C@@H]([C@@H](OC(N)=O)[C@H]4O)OC)C)c(C)c3OC2=O)=O)ccc1O	C/C(C)=C\Cc1cc(C(NC2=C(O)c3ccc(O[C@@H]4OC(C)([C@@H]([C@@H](OC(N)=O)[C@H]4O)OC)C)c(C)c3OC2=O)=O)ccc1O	C31H36N2O11	C31H36N2O11	612.23190998441
3,4-(methylenedioxy)aniline	NC1=CC(OCO2)=C2C=C1	NC1=CC(OCO2)=C2C=C1	C7H7NO2	C7H7NO2	137.04767846918
3-bromopropylamine	NCCCBr	NCCCBr	C3H8BrN	C3H8BrN	136.98401186227
3a,7k,delta-11-cholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@H]3[C@@H]4CC[C@@H]([C@]4(C=C[C@@H]32)C)[C@@H](CCC(O)=O)C)=O)C	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@H]3[C@@H]4CC[C@@H]([C@]4(C=C[C@@H]32)C)[C@@H](CCC(O)=O)C)=O)C	C24H36O4	C24H36O4	388.26135963856
c22-3a,12a-cholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](C(O)=O)C)C)O)C	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](C(O)=O)C)C)O)C	C22H36O4	C22H36O4	364.26135963856
3a,delta-22-cholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](/C=C/C(O)=O)C)C)C	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](/C=C/C(O)=O)C)C)C	C24H38O3	C24H38O3	374.28209508345003
3a,7a,12a-delta-22-cholic-acid	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](/C=C/C(O)=O)C)C)O)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](/C=C/C(O)=O)C)C)O)O)C1)C	C24H38O5	C24H38O5	406.27192432259
c23-3a-cholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CC(O)=O)C)C)C	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CC(O)=O)C)C)C	C23H38O3	C23H38O3	362.28209508345003
3a,6a,7k-cholic-acid	O[C@@H]1CC[C@@]2([C@H]3CC[C@@]4([C@H](CC[C@H]4[C@@H]3C([C@@H]([C@@H]2C1)O)=O)[C@@H](CCC(O)=O)C)C)C	O[C@@H]1CC[C@@]2([C@H]3CC[C@@]4([C@H](CC[C@H]4[C@@H]3C([C@@H]([C@@H]2C1)O)=O)[C@@H](CCC(O)=O)C)C)C	C24H38O5	C24H38O5	406.27192432259
c23-3a,7b-cholic-acid	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CC(O)=O)C)C)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CC(O)=O)C)C)O)C1)C	C23H38O4	C23H38O4	378.27700970302
c23-nor-3a,7k,12a-cholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CC(O)=O)C)C)O)=O)C	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CC(O)=O)C)C)O)=O)C	C23H36O5	C23H36O5	392.25627425813
7-keto-deoxycholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)=O)C	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)=O)C	C24H38O5	C24H38O5	406.27192432259
3a,7b,7a-methyl-dihydroxy-5b-cholanoic-acid	O[C@@H]1CC[C@]2(C(C[C@](O)([C@H]3[C@@H]4CC[C@@H]([C@]4(CC[C@@H]32)C)[C@@H](CCC(O)=O)C)C)C1)C	O[C@@H]1CC[C@]2(C(C[C@](O)([C@H]3[C@@H]4CC[C@@H]([C@]4(CC[C@@H]32)C)[C@@H](CCC(O)=O)C)C)C1)C	C25H42O4	C25H42O4	406.30830983194
12-keto-chenodeoxycholic-acid	O[C@@H]1CC[C@]2(C(C[C@H]([C@H]3[C@@H]4CC[C@@H]([C@]4(C(C[C@@H]32)=O)C)[C@@H](CCC(O)=O)C)O)C1)C	O[C@@H]1CC[C@]2(C(C[C@H]([C@H]3[C@@H]4CC[C@@H]([C@]4(C(C[C@@H]32)=O)C)[C@@H](CCC(O)=O)C)O)C1)C	C24H38O5	C24H38O5	406.27192432259
3a-12a-delta-8-14	O[C@@H]1CC[C@]2([C@@H](C1)C=C[C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	O[C@@H]1CC[C@]2([C@@H](C1)C=C[C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	C24H38O4	C24H38O4	390.27700970302
c22-bisnor-3alpha-7alpha-12alpha	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](C(O)=O)C)C)O)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](C(O)=O)C)C)O)O)C1)C	C22H36O5	C22H36O5	380.25627425813
homocholic-acid	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCCC(O)=O)C)C)O)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCCC(O)=O)C)C)O)O)C1)C	C25H42O5	C25H42O5	422.30322445151
7b-methyl-cholic-acid	O[C@@H]1CC[C@]2([C@H](C[C@@](O)([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@@](O)([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C)C1)C	C25H42O5	C25H42O5	422.30322445151
3a-hydroxy-5b-cholanoic-acid	O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@@H]([C@@]13C)[C@@H](CCC(O)=O)C)CC[C@@H]4CCCC[C@@]42C	O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@@H]([C@@]13C)[C@@H](CCC(O)=O)C)CC[C@@H]4CCCC[C@@]42C	C24H40O3	C24H40O3	376.29774514791
23-ethyl-lithocholic-acid	O[C@@H]1CC[C@]2(C(C1)CC[C@H]3[C@@H]4CC[C@@H]([C@]4(CC[C@@H]32)C)[C@@H](CC(C(O)=O)CC)C)C	O[C@@H]1CC[C@]2(C(C1)CC[C@H]3[C@@H]4CC[C@@H]([C@]4(CC[C@@H]32)C)[C@@H](CC(C(O)=O)CC)C)C	C26H44O3	C26H44O3	404.32904527683
12-keto-ursodeoxycholic-acid	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2CC([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2CC([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)O)C1)C	C24H38O5	C24H38O5	406.27192432259
6-keto-lithocholic-acid	O[C@@H]1CC[C@]2([C@H](C(C[C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)C1)C	O[C@@H]1CC[C@]2([C@H](C(C[C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)C1)C	C24H38O4	C24H38O4	390.27700970302
3a,12a-7-oac-dihydroxy-5b-cholanoic-acid	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)OC(C)=O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)OC(C)=O)C1)C	C26H42O6	C26H42O6	450.29813907108
3a,12a,7-methyl-dihydroxy-5b-cholanoic-acid	O[C@@H]1CC[C@]2(C(C1)C[C@@H]([C@H]3[C@@H]4CC[C@@H]([C@]4([C@H](C[C@@H]32)O)C)[C@@H](CCC(O)=O)C)C)C	O[C@@H]1CC[C@]2(C(C1)C[C@@H]([C@H]3[C@@H]4CC[C@@H]([C@]4([C@H](C[C@@H]32)O)C)[C@@H](CCC(O)=O)C)C)C	C25H42O4	C25H42O4	406.30830983194
7-keto-lithocholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)C	O[C@@H]1CC[C@]2([C@@H](C1)CC([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)C	C24H38O4	C24H38O4	390.27700970302
d22-ursodeoxycholic-acid	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)/C(C)=C/CC(O)=O)C)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)/C(C)=C/CC(O)=O)C)O)C1)C	C24H38O4	C24H38O4	390.27700970302
12-keto-lithocholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2CC([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)C	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2CC([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)=O)C	C24H38O4	C24H38O4	390.27700970302
3b,7b,12b-trihydroxy-5b-cholanoic-acid	O[C@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	O[C@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	C24H40O5	C24H40O5	408.28757438705
isocholic-acid	O[C@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	O[C@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	C24H40O5	C24H40O5	408.28757438705
3a,7b,12a-trihydroxy-5b-cholanoic-acid	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	C24H40O5	C24H40O5	408.28757438705
isoursocholic-acid	O[C@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	O[C@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	C24H40O5	C24H40O5	408.28757438705
lagocholic-acid	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	C24H40O5	C24H40O5	408.28757438705
3a,7b,12b-trihydroxy-5b-cholanoic-acid	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	O[C@@H]1CC[C@]2([C@H](C[C@@H]([C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	C24H40O5	C24H40O5	408.28757438705
beta-muricholic-acid	O[C@@H]1CC[C@]2([C@H]([C@@H]([C@@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	O[C@@H]1CC[C@]2([C@H]([C@@H]([C@@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)O)C1)C	C24H40O5	C24H40O5	408.28757438705
3b,12b-dihydroxy-5b-cholanoic-acid	O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	C24H40O4	C24H40O4	392.29265976748
3-epideoxycholic-acid	O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	C24H40O4	C24H40O4	392.29265976748
lagodeoxycholic-acid	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]3[C@@H]2C[C@H]([C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C	C24H40O4	C24H40O4	392.29265976748
isochenodeoxycholic-acid	O[C@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C1)C	O[C@H]1CC[C@]2([C@H](C[C@H]([C@@H]3[C@@H]2CC[C@@]4([C@H](CC[C@@H]34)[C@@H](CCC(O)=O)C)C)O)C1)C	C24H40O4	C24H40O4	392.29265976748
succnic acid	OC(CCC(O)=O)=O	OC(CCC(O)=O)=O	C4H6O4	C4H6O4	118.02660867166
betaine anhydrous	C[N+](C)(C)CC(=O)O	C[N+](C)(C)CC(=O)O	C5H12NO2+	C5H11NO2	117.0789785981
trans-ferulic acid	COc1cc(ccc1O)/C=C/C(=O)O	COc1cc(ccc1O)/C=C/C(=O)O	C10H10O4	C10H10O4	194.05790880058
trans-crotonic acid	C/C=C/C(=O)O	C/C=C/C(=O)O	C4H6O2	C4H6O2	86.03677943252
dodecanoic acid	O=C(O)CCCCCCCCCCC	O=C(O)CCCCCCCCCCC	C12H24O2	C12H24O2	200.17763001266002
3-hydroxy-4-methoxycinnamic acid	COc1ccc(\C=C\C(O)=O)cc1O	COc1ccc(\C=C\C(O)=O)cc1O	C10H10O4	C10H10O4	194.05790880058
perfluorononanoic acid	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	C9HF17O2	C9HF17O2	463.97050803778006
dl-2,3-diaminopropionic acid	C([C@@H](C(=O)O)N)N	C([C@@H](C(=O)O)N)N	C3H8N2O2	C3H8N2O2	104.05857750584
hematin porcine	Cc1c(CCC(O)=O)c2cc3c(CCC(O)=O)c(C)c4cc5nc(cc6c(C=C)c(C)c(cc1n2)n6[Fe](O)n34)c(C)c5C=C	Cc1c(CCC(O)=O)c2cc3c(CCC(O)=O)c(C)c4cc5nc(cc6c(C=C)c(C)c(cc1n2)n6[Fe](O)n34)c(C)c5C=C	C34H33FeN4O5	C34H33FeN4O5	633.18003150916
l-carnitine	C[N+](C)(C)CC(CC(=O)O)O	C[N+](C)(C)CC(CC(=O)O)O	C7H16NO3+	C7H15NO3	161.10519334659
tricosafluorododecanoic acid	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	C12HF23O2	C12HF23O2	613.96092701416
phenzaine-1-carboxylic acid	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	C13H8N2O2	C13H8N2O2	224.05857750584
4-imidazoleacrylic acid	C1=C(NC=N1)/C=C/C(=O)O	C1=C(NC=N1)/C=C/C(=O)O	C6H6N2O2	C6H6N2O2	138.04292744138002
4-hydroxycoumarin	Oc1ccc(/C=C/CO)cc1	Oc1ccc(/C=C/CO)cc1	C9H10O2	C9H10O2	150.06807956144002
d-(+)-glucosamine	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O	C6H13NO5	C6H13NO5	179.07937252127
urocanic acid	c1c(nc[nH]1)/C=C/C(=O)O	c1c(nc[nH]1)/C=C/C(=O)O	C6H6N2O2	C6H6N2O2	138.04292744138002
raesazurin	C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-]	C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-]	C12H7NO4	C12H7NO4	229.03750770832
gabapentin	O=C(O)CC1(CN)CCCCC1	O=C(O)CC1(CN)CCCCC1	C9H17NO2	C9H17NO2	171.12592879148
atorvastatin	O=C(O)C[C@H](O)C[C@H](O)CCn2c(c(c(c2c1ccc(F)cc1)c3ccccc3)C(=O)Nc4ccccc4)C(C)C	O=C(O)C[C@H](O)C[C@H](O)CCn2c(c(c(c2c1ccc(F)cc1)c3ccccc3)C(=O)Nc4ccccc4)C(C)C	C33H35FN2O5	C33H35FN2O5	558.25300039749
l-2-aminoadipic acid	C(C[C@@H](C(=O)O)N)CC(=O)O	C(C[C@@H](C(=O)O)N)CC(=O)O	C6H11NO4	C6H11NO4	161.06880783724
n-acetyl-l-methionine	CC(=O)N[C@@H](CCSC)C(=O)O	CC(=O)N[C@@H](CCSC)C(=O)O	C7H13NO3S	C7H13NO3S	191.06161445653
cholic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	C24H40O5	C24H40O5	408.28757438705
chendeoxycholic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	C24H40O4	C24H40O4	392.29265976748
